xmin,xmax,text,file
2.502505094282238,2.6427424688365653,ly,KS-S01-JA_alyepe_241_2.wav
2.673694353070175,2.8465463581424935,ly,KS-S01-JA_alyepe_92_1.wav
2.090464583333333,2.282074519230769,ly,KS-S01-JA_alyepe_93_2.wav
1.9550763888888887,2.1080863095238094,n,KS-S01-JA_aname_12_1.wav
2.1515561128257885,2.3125876488095236,n,KS-S01-JA_aname_183_1.wav
2.100769540754258,2.264106108757062,n,KS-S01-JA_aname_184_2.wav
1.7599471497955008,1.9474985070575461,n,KS-S01-JA_aname_201_1.wav
2.109048044217687,2.25030312100894,n,KS-S01-JA_aname_202_2.wav
2.425316964285714,2.658137047746145,n,KS-S01-JA_aname_75_1.wav
2.360128741909385,2.5082134166666665,n,KS-S01-JA_aname-a_6_1.wav
2.4083363347457625,2.6572010888203015,n,KS-S01-JA_aname-n_76_2.wav
2.228224518935909,2.322249901645207,n,KS-S01-JA_anenganenye-w_129_1.wav
2.406322092326139,2.5381797935830046,n,KS-S01-JA_anenganenye-w_143_1.wav
2.3817077437106917,2.4988846625188534,n,KS-S01-JA_anenganenye-w_144_2.wav
1.9920812635722038,2.108173723958333,n,KS-S01-JA_anenganenye-w_260_1.wav
2.561697864452799,2.7740356104651163,n,KS-S01-JA_anenganenye-w_261_2.wav
1.9053384709653092,2.032967895197201,n,KS-S01-JA_anenganenye-w_45_1.wav
1.9657559256487023,2.1126541756854254,n,KS-S01-JA_anenganenye-w_52_1.wav
2.050246286231884,2.186243194127708,nh,KS-S01-JA_anhamernarte_116_1.wav
2.301393473493516,2.406626170578473,nh,KS-S01-JA_anhamernarte_117_2.wav
2.263513664874552,2.396329928614824,nh,KS-S01-JA_anhamernarte_145_1.wav
1.9638089209401708,2.1117829407123536,nh,KS-S01-JA_anhamernarte_146_2.wav
1.9204907945736431,2.0939603272212284,nh,KS-S01-JA_anhamernarte_219_1.wav
2.002151133040935,2.148503739618724,nh,KS-S01-JA_anhamernarte_220_2.wav
1.8767248858447487,2.084157891651032,nh,KS-S01-JA_anhamernarte_37_1.wav
2.3765502925023876,2.519968903186274,nh,KS-S01-JA_anhamernarte_53_1.wav
1.8542652960526314,2.0445008839434275,nh,KS-S01-JA_anhaperte_125_1.wav
2.017301533772981,2.1859582136015323,nh,KS-S01-JA_anhaperte_126_2.wav
2.144802463377556,2.31672952452801,nh,KS-S01-JA_anhaperte_155_1.wav
2.065021577380952,2.2470238521762207,nh,KS-S01-JA_anhaperte_156_2.wav
1.8966702164804468,2.073723958333333,nh,KS-S01-JA_anhaperte_209_1.wav
2.0213427511415523,2.1728099798387093,nh,KS-S01-JA_anhaperte_210_2.wav
2.018628522182254,2.2187411191239312,nh,KS-S01-JA_anhaperte_43_1.wav
2.6880250686813185,2.837906521886895,nh,KS-S01-JA_anhaperte_58_1.wav
2.176367034313725,2.329339935446009,ny,KS-S01-JA_anyamernarte_179_1.wav
1.8956295030381942,1.9752378246753246,ny,KS-S01-JA_anyamernarte_180_2.wav
2.0779768249354005,2.1835278380893297,ny,KS-S01-JA_anyamernarte_213_1.wav
2.5370141865079363,2.6338947670603674,ny,KS-S01-JA_anyamernarte_68_1.wav
1.8698915020045819,1.9775534722222219,ny,KS-S01-JA_anyamernarte_69_2.wav
2.6418602976190475,2.727175024224806,ny,KS-S01-JA_anyamernarte-n_214_2.wav
1.5005163690476189,1.555660451680672,ny,KS-S01-JA_anyamernarte-t_9_1.wav
1.8838691123188405,2.0476306904113732,ny,KS-S01-JA_anyamernarte-ta_3_1.wav
1.9395908282520322,2.1211133207070705,ny,KS-S01-JA_anyaperte_171_1.wav
1.9043415697674417,2.032614007296467,ny,KS-S01-JA_anyaperte_172_2.wav
1.8592378472222222,2.0277427662037035,ny,KS-S01-JA_anyaperte_212_2.wav
1.9765341355032315,2.1259308818922302,ny,KS-S01-JA_anyaperte_26_1.wav
2.2948306547619044,2.454926462285456,ny,KS-S01-JA_anyaperte_95_1.wav
1.9255889790076333,2.1160965277777777,ny,KS-S01-JA_anyaperte_96_2.wav
1.7512715643274852,1.8692223214285713,ny,KS-S01-JA_anyaperte-c_211_1.wav
2.1962518696581195,2.3277775,rl,KS-S01-JA_arlemenye_165_1.wav
2.269434692028985,2.404845195244328,rl,KS-S01-JA_arlemenye_166_2.wav
2.232814939164371,2.3599121986373164,rl,KS-S01-JA_arlemenye_29_1.wav
2.752475124868559,2.9340682712362534,rl,KS-S01-JA_arlemenye_63_1.wav
1.7005934684684685,1.8401632575757574,rl,KS-S01-JA_arlemenye-w_101_1.wav
1.7900427215189871,1.9119751905888536,rl,KS-S01-JA_arlemenye-w_102_2.wav
1.8971920186453577,2.002426994680851,rl,KS-S01-JA_arlemenye-w_266_1.wav
1.822128935185185,1.9602425545302011,rl,KS-S01-JA_arlemenye-w_267_2.wav
2.300475852272727,2.584733681740614,rl,KS-S01-JA_arlepe_173_1.wav
2.4395870867071525,2.750053902838428,rl,KS-S01-JA_arlepe_174_2.wav
1.8903430591875006,2.0916565424465237,rl,KS-S01-JA_arlepe_207_1.wav
1.8464417950236964,2.037557081733845,rl,KS-S01-JA_arlepe_208_2.wav
2.7269990131578945,2.967805333333333,rl,KS-S01-JA_arlepe_21_1.wav
2.276347470238095,2.4938948829075422,rl,KS-S01-JA_arlepe_89_1.wav
2.4014852488814316,2.673424604539202,rn,KS-S01-JA_arnenge_200_2.wav
1.9977286153667593,2.2743886711587824,rn,KS-S01-JA_arnenge_22_1.wav
2.0787810447454844,2.2938172887045813,rn,KS-S01-JA_arnenge_47_1.wav
3.7308079328653707,3.986308423913043,rn,KS-S01-JA_arnenge-n_199_1.wav
2.5695339340490797,2.808601239106754,rn,KS-S01-JA_arnenge-t_132_1.wav
2.4975285326086953,2.6499017327400214,rn,KS-S01-JA_arnenge-t_133_2.wav
3.314050381455399,3.5992774884259258,rn,KS-S01-JA_arnenge-t_90_1.wav
2.765886710662526,3.084405295593368,rn,KS-S01-JA_arnenge-t_91_2.wav
3.326397058823529,3.5216997657790925,rt,KS-S01-JA_artenganenye-a_5_1.wav
2.2484741987179486,2.4002542285478543,rt,KS-S01-JA_artenganenye-w_11_1.wav
2.4687104166666662,2.661731707317073,rt,KS-S01-JA_artenganenye-w_149_1.wav
2.285802083333333,2.4549879924242424,rt,KS-S01-JA_artenganenye-w_150_2.wav
1.6548538901179939,1.8624174679487178,rt,KS-S01-JA_artenganenye-w_256_1.wav
2.2298691123188403,2.380314393939394,rt,KS-S01-JA_artenganenye-w_257_2.wav
2.3602893668831166,2.546538014069264,rt,KS-S01-JA_artenganenye-w_55_1.wav
3.4369368872549018,3.5442353174603176,rt,KS-S01-JA_artenganenye-wn_71_1.wav
2.1545269982993194,2.4488676193467334,rt,KS-S01-JA_artepe_100_2.wav
2.1155993589743587,2.351010983263598,rt,KS-S01-JA_artepe_147_1.wav
2.3844820645363405,2.6013542977855475,rt,KS-S01-JA_artepe_148_2.wav
2.157381460970464,2.372543966450216,rt,KS-S01-JA_artepe_205_1.wav
1.7440954166666665,1.928653003246753,rt,KS-S01-JA_artepe_206_2.wav
2.3191852678571427,2.5396674952651512,rt,KS-S01-JA_artepe_28_2.wav
2.4252264254385962,2.585396368577075,rt,KS-S01-JA_artepe_54_1.wav
2.052182150900901,2.2477609146746347,rt,KS-S01-JA_artepe_99_1.wav
2.1013337191358024,2.2622493872549017,t,KS-S01-JA_atake_10_1.wav
2.3068174818840577,2.438042992424242,t,KS-S01-JA_atake_161_1.wav
2.3964290383675464,2.5508921799516906,t,KS-S01-JA_atake_162_2.wav
2.045049421296296,2.2261223958333334,t,KS-S01-JA_atake_236_1.wav
2.153994362745098,2.407913329288026,t,KS-S01-JA_atake_237_2.wav
2.20703387345679,2.3320553138185653,t,KS-S01-JA_atake_61_1.wav
2.3117067964480875,2.467659722222222,t,KS-S01-JA_atake_70_1.wav
2.1073562499999996,2.230317347359736,t,KS-S01-JA_atake-a_4_1.wav
2.0210450721153843,2.2647363636363633,t,KS-S01-JA_ateke_181_1.wav
2.1684416799363055,2.463515224358974,t,KS-S01-JA_ateke_182_2.wav
1.4223696603641456,1.6319647817460314,t,KS-S01-JA_ateke_259_2.wav
2.555564875730994,2.7482586511299436,t,KS-S01-JA_ateke_79_1.wav
3.065046741452991,3.2348811063218386,t,KS-S01-JA_ateke_80_2.wav
2.7580752314814814,2.99353730500821,t,KS-S01-JA_ateke-n_15_1.wav
1.3327633928571427,1.5277695776255706,t,KS-S01-JA_ateke-n_258_1.wav
1.7094921875,1.8861987499999997,t,KS-S01-JA_atenganenye-a_1_1.wav
1.7597153159340657,1.9376305926632738,t,KS-S01-JA_atenganenye-w_221_1.wav
1.8370510587431692,2.0529765988372093,t,KS-S01-JA_atenganenye-w_222_2.wav
2.5988781415343913,2.7655841049382714,t,KS-S01-JA_atenganenye-w_66_1.wav
2.374659186857562,2.5043910984848483,t,KS-S01-JA_atenganenye-w_67_2.wav
2.109704004329004,2.2686393849206348,t,KS-S01-JA_atenganenye-w_8_1.wav
1.7371485719850202,1.8822553744527828,t,KS-S01-JA_atenganenye-wa_191_1.wav
2.4200254166666664,2.5437108231707315,t,KS-S01-JA_atenganenye-wna_192_2.wav
1.8156532069288387,2.204978685897436,th,KS-S01-JA_athenganenye-w_177_1.wav
2.156580012077294,2.4468912535919536,th,KS-S01-JA_athenganenye-w_178_2.wav
2.5013843390804595,2.84323414418754,th,KS-S01-JA_athenganenye-w_19_1.wav
1.8145465277777775,2.022943425324675,th,KS-S01-JA_athenganenye-w_215_1.wav
2.0884346064814814,2.3553158854166667,th,KS-S01-JA_athenganenye-w_216_2.wav
2.511332614942529,2.748276272123894,th,KS-S01-JA_athenganenye-w_85_1.wav
2.0148079166666664,2.3865833333333333,th,KS-S01-JA_athenganenye-w_86_2.wav
2.513268353174603,2.8157813421828903,th,KS-S01-JA_athenge_105_1.wav
1.95859551056338,2.3029604828042327,th,KS-S01-JA_athenge_106_2.wav
2.529765243902439,2.7732698675496685,th,KS-S01-JA_athenge_142_1.wav
1.8510166666666665,2.1755801069321534,th,KS-S01-JA_athenge_225_1.wav
2.045053270042194,2.3699037990196077,th,KS-S01-JA_athenge_226_2.wav
1.8887632151741292,2.1691073833771353,th,KS-S01-JA_athenge_31_1.wav
2.1750243055555556,2.403889441434468,th,KS-S01-JA_athenge_51_1.wav
3.300770833333333,3.732833106884058,th,KS-S01-JA_athepe_139_2.wav
1.986546875,2.222766307471264,th,KS-S01-JA_athepe_238_1.wav
2.449322115384615,2.700298917844523,th,KS-S01-JA_athepe_239_2.wav
2.1897734375,2.428233562138728,th,KS-S01-JA_athepe_36_1.wav
1.779535218253968,1.9779179687499997,th,KS-S01-JA_athepe_49_1.wav
3.1963065025252524,3.4322087687566984,th,KS-S01-JA_athepe-n_138_1.wav
2.393951433982684,2.5800314360119043,ty,KS-S01-JA_atyemeye_140_1.wav
2.068135821197411,2.3457499401340995,ty,KS-S01-JA_atyemeye_141_2.wav
2.0082446120689657,2.1940016549844237,ty,KS-S01-JA_atyemeye_16_1.wav
2.104580981182796,2.3708298455056176,ty,KS-S01-JA_atyemeye_231_1.wav
1.9993252751572324,2.3641312692901235,ty,KS-S01-JA_atyemeye_232_2.wav
2.3135042109929076,2.490351136363636,ty,KS-S01-JA_atyemeye_81_1.wav
1.71556891025641,1.9235523277126099,ty,KS-S01-JA_atyepe_217_1.wav
1.9986665064102562,2.258740411931818,ty,KS-S01-JA_atyepe_218_2.wav
1.9913826388888887,2.2536546910430837,ty,KS-S01-JA_atyepe_97_1.wav
1.7270868055555555,1.9678362713675213,ty,KS-S01-JA_atyepe_98_2.wav
3.0425729166666664,3.30267652027027,ty,KS-S01-JA_atyepe-a_197_1.wav
3.134172619047619,3.460458455882353,ty,KS-S01-JA_atyepe-a_198_2.wav
5.412733662280702,5.578870020964361,ty,KS-S01-JA_atyepe-n_27_1.wav
1.6064686666666665,1.9382993871665462,l,KS-S02-AN_aleke_107_1.wav
1.839672247615262,2.1780347559046813,l,KS-S02-AN_aleke_108_2.wav
1.7932668620584653,2.0120567556717233,l,KS-S02-AN_aleke_193_1.wav
1.7585475378787878,1.9446310070497694,l,KS-S02-AN_aleke_194_2.wav
1.8934714237967913,2.0937949865680734,l,KS-S02-AN_aleke_73_1.wav
1.9135061649659864,2.1880490180798002,l,KS-S02-AN_aleke_74_2.wav
1.7081002178649236,1.9597612785154919,l,KS-S02-AN_aleke-c_226_1.wav
1.5982299528301884,1.8088728733140653,l,KS-S02-AN_aleke-c_227_2.wav
1.899627519541818,2.08064128769769,l,KS-S02-AN_aleme_145_1.wav
1.9004784226190474,2.0455515601217655,l,KS-S02-AN_aleme_146_2.wav
1.3765498722484275,1.5704404517954722,l,KS-S02-AN_aleme_211_1.wav
2.010395624303233,2.1369857656163624,l,KS-S02-AN_aleme_212_2.wav
2.128332189306358,2.3166160631383472,l,KS-S02-AN_aleme-c_240_1.wav
1.8231031879194628,2.013481488198878,l,KS-S02-AN_aleme-c_241_2.wav
2.2261104849726774,2.4840975673735364,l,KS-S02-AN_aleme-c_25_1.wav
1.8373241921768706,2.0415393529365824,l,KS-S02-AN_aleme-c_26_2.wav
1.6926138805767137,1.939359992937853,lh,KS-S02-AN_alhekere_195_1.wav
1.6268797136871507,1.8191337141382307,lh,KS-S02-AN_alhekere_196_2.wav
1.8929192876344083,2.171374230112793,lh,KS-S02-AN_alhekere_21_1.wav
1.463654588386194,1.719815735905211,lh,KS-S02-AN_alhekere_228_1.wav
1.8687916999467518,2.0822632712012203,lh,KS-S02-AN_alhekere-c_101_1.wav
1.7569275120027434,1.9331462951559932,lh,KS-S02-AN_alhekere-c_102_2.wav
2.018737307422969,2.173661201298701,lh,KS-S02-AN_alhekere-c_22_2.wav
1.537557819264069,1.7564346726190474,lh,KS-S02-AN_alhekere-c_229_2.wav
1.7068089717741934,1.9359471588491808,ly,KS-S02-AN_Alyeke-c_46_1.wav
2.1139979460093894,2.319539457896002,ly,KS-S02-AN_Alyeke-ct_230_1.wav
1.83771493902439,2.0056835109819118,ly,KS-S02-AN_Alyeke-ct_231_2.wav
1.6855791029839882,1.8972360355313698,ly,KS-S02-AN_Alyeke-ctn_47_2.wav
2.2953309403153153,2.3993884924242423,ly,KS-S02-AN_Alyeke-t_203_1.wav
1.7488832577720206,1.952679248521335,ly,KS-S02-AN_Alyeke-t_204_2.wav
1.4262873317805382,1.7442298773554255,ly,KS-S02-AN_alyepe_189_1.wav
1.3988585379464284,1.7006151654055102,ly,KS-S02-AN_alyepe_190_2.wav
1.8726780024509804,2.1550635140117995,ly,KS-S02-AN_alyepe_31_1.wav
1.5878803779069766,1.8479773040838852,ly,KS-S02-AN_alyepe_32_2.wav
1.8972230805243444,2.117830573361823,ly,KS-S02-AN_alyepe-c_119_1.wav
1.3120979893410851,1.5447302798982188,ly,KS-S02-AN_alyepe-c_120_2.wav
1.881079876373626,2.081153436302682,ly,KS-S02-AN_alyepe-c_242_1.wav
1.554565486111111,1.8855022724884403,ly,KS-S02-AN_alyepe-c_243_2.wav
1.6698589166666666,1.9107373955847253,n,KS-S02-AN_aname_12_1.wav
1.999293234223301,2.203485796488355,n,KS-S02-AN_aname_13_2.wav
1.2801498620789777,1.4775039560770156,n,KS-S02-AN_aname-ct_133_1.wav
1.6702468011811022,1.8322609651590158,n,KS-S02-AN_aname-ct_134_2.wav
1.931048253506829,2.170542286602403,n,KS-S02-AN_aname-n_151_1.wav
1.892161994849445,2.107550741448326,n,KS-S02-AN_aname-n_152_2.wav
1.1826302406832296,1.421186087307501,n,KS-S02-AN_aname-t_270_1.wav
1.4501453804347824,1.6177044907407405,n,KS-S02-AN_aname-t_271_2.wav
1.4321635373799724,1.5942285667539264,n,KS-S02-AN_anenganenye-c_209_1.wav
2.262361970572057,2.3359388385668276,n,KS-S02-AN_anenganenye-c_250_1.wav
1.4067650741185895,1.5174353953537936,n,KS-S02-AN_anenganenye-c_251_2.wav
1.9273264000535903,2.0865812237945494,n,KS-S02-AN_anenganenye-c_75_1.wav
1.9411111931321083,2.085375636715566,n,KS-S02-AN_anenganenye-c_76_2.wav
1.6131060576923075,1.7509866168294004,n,KS-S02-AN_anenganenye-cn_210_2.wav
1.510320439316723,1.6259069034922626,n,KS-S02-AN_anenganenye-w_93_1.wav
2.1260746555118106,2.304726144026975,nh,KS-S02-AN_anhamernarte_167_1.wav
1.4760339856902356,1.6316598155058042,nh,KS-S02-AN_anhamernarte-c_95_1.wav
1.3253520833333332,1.4759511708779989,nh,KS-S02-AN_anhamernarte-c_96_2.wav
1.5967246718036527,1.7022157488833054,nh,KS-S02-AN_anhamernarte-cn_61_1.wav
1.5369827598722414,1.6726882570251935,nh,KS-S02-AN_anhamernarte-cn_62_2.wav
1.633148523462783,1.821989983013589,nh,KS-S02-AN_anhamernarte-ct_236_1.wav
1.4386696047008545,1.62824871171967,nh,KS-S02-AN_anhamernarte-ct_237_2.wav
1.8033688725490193,1.9473632949360382,nh,KS-S02-AN_anhamernarte-t_168_2.wav
1.4807782530935807,1.6862990838762213,nh,KS-S02-AN_anhaperte_157_1.wav
1.949530592105263,2.075469678874734,ny,KS-S02-AN_anyamernarte-c_3_1.wav
2.1470981795171338,2.338755892857143,ny,KS-S02-AN_anyamernarte-c_4_2.wav
1.6171481854838707,1.7493347145488027,ny,KS-S02-AN_anyamernarte-cn_129_1.wav
1.6191271046462061,1.7063223226408688,ny,KS-S02-AN_anyamernarte-cn_130_2.wav
1.5625257352941175,1.7461395359174963,ny,KS-S02-AN_anyamernarte-ct_222_1.wav
1.627666325136612,1.8185888427908634,ny,KS-S02-AN_anyamernarte-ct_223_2.wav
1.7142981418918917,1.973873376828038,ny,KS-S02-AN_anyamernarte-t_161_1.wav
1.1251794048772608,1.2972866194158075,ny,KS-S02-AN_anyamernarte-t_162_2.wav
1.4724739166666665,1.6646301867816091,ny,KS-S02-AN_anyaperte_122_2.wav
1.2057754303599373,1.3944855939716312,ny,KS-S02-AN_anyaperte_284_1.wav
1.576299533294842,1.7158473254504503,ny,KS-S02-AN_anyaperte-c_121_1.wav
1.4407545705782312,1.594606408227848,ny,KS-S02-AN_anyaperte-c_38_1.wav
1.3551799886621314,1.4779889737521512,ny,KS-S02-AN_anyaperte-c_39_2.wav
1.41984681372549,1.5720435216894975,ny,KS-S02-AN_anyaperte-ct_285_2.wav
1.5240841012286324,1.671204272938723,ny,KS-S02-AN_anyaperte-t_159_1.wav
1.30990226910828,1.4950055474175346,ny,KS-S02-AN_anyaperte-t_160_2.wav
1.3592212803643724,1.4474812840209137,rl,KS-S02-AN_arlemenye_216_2.wav
1.8938666227798429,1.933856323421439,rl,KS-S02-AN_arlemenye-c_115_1.wav
1.8949330848138746,2.0062520880343486,rl,KS-S02-AN_arlemenye-c_116_2.wav
1.6009040150063856,1.7242188921531463,rl,KS-S02-AN_arlemenye-c_215_1.wav
1.6475468095451824,1.8228226290269558,rl,KS-S02-AN_arlemenye-c_238_1.wav
1.7975383173549655,1.8796701360647958,rl,KS-S02-AN_arlemenye-c_239_2.wav
1.8352966323178015,1.9986620897821723,rl,KS-S02-AN_arlemenye-c_44_1.wav
1.7337703101217654,1.8281731947878037,rl,KS-S02-AN_arlemenye-c_45_2.wav
1.6605136858974356,1.8850389729860741,rl,KS-S02-AN_arlepe_123_1.wav
1.870405571880651,2.0637199644992528,rl,KS-S02-AN_arlepe_124_2.wav
1.5358748341295114,1.7001931617647057,rl,KS-S02-AN_arlepe_155_1.wav
1.795667805330634,1.9600374496475326,rl,KS-S02-AN_arlepe_156_2.wav
1.559155840355805,1.7465107435805989,rl,KS-S02-AN_arlepe_27_1.wav
1.5182013346354166,1.7421285138888887,rl,KS-S02-AN_arlepe_28_2.wav
1.9256452690972221,2.0788792332572297,rl,KS-S02-AN_arlepe-c_220_1.wav
1.7997362231182794,1.9365897368049674,rl,KS-S02-AN_arlepe-c_221_2.wav
2.0644276871980676,2.386209476879574,rn,KS-S02-AN_arnenge-ct_30_1.wav
2.4817575757575754,2.680745589339339,rt,KS-S02-AN_artenganenye_8_2.wav
1.6989667572463767,1.8196434132349928,rt,KS-S02-AN_artenganenye-c_100_1.wav
1.8739487028301887,2.051342518939394,rt,KS-S02-AN_artenganenye-c_205_1.wav
1.6204456845238093,1.8158800087108011,rt,KS-S02-AN_artenganenye-c_206_2.wav
1.8629613846801345,1.9708897750091272,rt,KS-S02-AN_artenganenye-c_260_1.wav
2.2087914186507933,2.388843508278946,rt,KS-S02-AN_artenganenye-c_261_2.wav
1.732636574074074,1.8748719043745479,rt,KS-S02-AN_artenganenye-c_7_1.wav
1.6797133366177353,1.808749225111313,rt,KS-S02-AN_artepe_276_1.wav
1.2169015812696218,1.3497393274593374,rt,KS-S02-AN_artepe_277_2.wav
1.8378394849081363,1.9936811075781662,rt,KS-S02-AN_artepe_97_1.wav
1.3632186812431242,1.4989632113821139,rt,KS-S02-AN_artepe_98_2.wav
2.2597113753687315,2.412652129120879,rt,KS-S02-AN_artepe-c_42_1.wav
1.9076122967479672,2.048752108636977,rt,KS-S02-AN_artepe-c_43_2.wav
2.052695399888143,2.3078013263081396,t,KS-S02-AN_atake_18_2.wav
1.1141583275623268,1.2775890721368812,t,KS-S02-AN_atake_278_1.wav
1.1685262499999998,1.4197975770637405,t,KS-S02-AN_atake_279_2.wav
1.4193614466292135,1.6800457135172142,t,KS-S02-AN_atake-c_185_1.wav
1.2990008680555554,1.4723364143192486,t,KS-S02-AN_atake-c_186_2.wav
1.9243167942176869,2.15985792775929,t,KS-S02-AN_atake-ct_5_1.wav
1.9120119047619046,2.1151772839753877,t,KS-S02-AN_atake-ct_6_2.wav
1.5206842708333332,1.676986287746806,t,KS-S02-AN_atake-t_111_1.wav
1.753539299242424,1.891105329457364,t,KS-S02-AN_atake-t_112_2.wav
2.005976888020833,2.178726011904762,t,KS-S02-AN_ateke_131_1.wav
1.6884944042699723,1.8574791215728714,t,KS-S02-AN_ateke_132_2.wav
1.6451919542648707,1.8756641158536584,t,KS-S02-AN_ateke_17_1.wav
1.880816512978142,2.109382499313564,t,KS-S02-AN_ateke-c_207_1.wav
1.4870260006561677,1.6832560987140694,t,KS-S02-AN_ateke-c_208_2.wav
1.6009019171415002,1.8168584616903631,t,KS-S02-AN_ateke-c_244_1.wav
1.3461702302631577,1.5605358327077077,t,KS-S02-AN_ateke-c_245_2.wav
1.6507869664634145,1.876551781400966,t,KS-S02-AN_atenganenye_1_1.wav
1.876551781400966,1.9348660156249997,t,KS-S02-AN_atenganenye_1_1.wav
2.143330853174603,2.4344568652678804,t,KS-S02-AN_atenganenye_169_1.wav
2.122556402439024,2.295291620778267,t,KS-S02-AN_atenganenye-c_170_2.wav
1.4437675561797751,1.630810128801299,t,KS-S02-AN_atenganenye-c_234_1.wav
1.640375548245614,1.8394287317154254,t,KS-S02-AN_atenganenye-c_235_2.wav
1.5636760094501716,1.765613136574074,t,KS-S02-AN_atenganenye-cn_141_1.wav
1.9221224856321837,2.1034597765472824,t,KS-S02-AN_atenganenye-cn_142_2.wav
1.872463408119658,2.084470518092105,th,KS-S02-AN_athenganenye_163_1.wav
1.3734553271812078,1.5773223731884056,th,KS-S02-AN_athenganenye_164_2.wav
2.0122349537037034,2.194130380166856,th,KS-S02-AN_athenganenye-c_127_1.wav
1.5645548007246377,1.7234416551776959,th,KS-S02-AN_athenganenye-c_128_2.wav
1.6918425245098039,1.927220807087731,th,KS-S02-AN_athenganenye-c_23_1.wav
2.1753394995210726,2.442934854118993,th,KS-S02-AN_athenganenye-c_24_2.wav
1.6225264265188832,1.833481640370852,th,KS-S02-AN_athenganenye-c_266_1.wav
2.3112643952546295,2.5269816328642385,th,KS-S02-AN_athenganenye-c_267_2.wav
1.2290530051622417,1.4993558002376102,th,KS-S02-AN_athenge_268_1.wav
1.705223593604108,1.9408023250049573,th,KS-S02-AN_athenge_269_2.wav
1.6230634469696967,1.8510747675619832,th,KS-S02-AN_athenge_91_1.wav
1.6842281586021504,1.8700105623543122,th,KS-S02-AN_athenge_92_2.wav
1.6406842849794236,1.8664781454248365,th,KS-S02-AN_athenge-c_48_1.wav
1.714907939189189,1.9228128805175038,th,KS-S02-AN_athenge-c_49_2.wav
1.1095569852941176,1.2788006790016213,ty,KS-S02-AN_atyemeye_180_2.wav
1.487004392570281,1.6876007588044484,ty,KS-S02-AN_atyemeye_89_1.wav
1.9798158143939393,2.1194046505118362,ty,KS-S02-AN_atyemeye_90_2.wav
2.4790534274193545,2.750219966042584,ty,KS-S02-AN_atyemeye-c_19_1.wav
1.8123283179012344,2.0155652440668823,ty,KS-S02-AN_atyemeye-c_20_2.wav
1.249291257022472,1.4915025220413698,ty,KS-S02-AN_atyemeye-c_246_1.wav
1.8030128374413144,2.043767264131338,ty,KS-S02-AN_atyemeye-c_247_2.wav
1.3201310028248587,1.4754973644578313,l,KS-S03-LN_aleke_112_1.wav
1.7264162593109869,1.8338505329457362,l,KS-S03-LN_aleke_113_2.wav
